Item,ItemDesc,Min Price,
LV2R/2W/F/CB/X/GR,LOVATO II escape route optic 2W LED 330 lm IP41 for central battery grey color , 38.06 ,Awex Emergency Lighting
LV2R/3W/F/CB/X/GR,LOVATO II escape route optic 3W LED 460 lm IP41 for central battery grey color , 39.13 ,Awex Emergency Lighting
LV2C/1W/E/1/SE/X/GR,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 1h battery non-maintained grey color , 24.13 ,Awex Emergency Lighting
LV2C/1W/E/3/SE/X/GR,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 3h battery non-maintained grey color , 25.20 ,Awex Emergency Lighting
LV2C/2W/E/1/SE/X/GR,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 1h battery non-maintained grey color , 34.84 ,Awex Emergency Lighting
LV2C/2W/C/3/SE/X/GR,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 3h battery non-maintained grey color , 41.28 ,Awex Emergency Lighting
LV2C/3W/E/1/SE/X/GR,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 1h battery non-maintained grey color , 36.99 ,Awex Emergency Lighting
LV2C/3W/C/3/SE/X/GR,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 3h battery non-maintained grey color , 44.49 ,Awex Emergency Lighting
LV2C/1W/C/1/SA/X/GR,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 1h battery maintained grey color , 26.81 ,Awex Emergency Lighting
LV2C/1W/C/3/SA/X/GR,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 3h battery maintained grey color , 27.87 ,Awex Emergency Lighting
LV2C/2W/C/1/SA/X/GR,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 1h battery maintained grey color , 37.53 ,Awex Emergency Lighting
LV2C/2W/C/3/SA/X/GR,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 3h battery maintained grey color , 43.96 ,Awex Emergency Lighting
LV2C/3W/C/1/SA/X/GR,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 1h battery maintained grey color , 39.67 ,Awex Emergency Lighting
LV2C/3W/C/3/SA/X/GR,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 3h battery maintained grey color , 47.17 ,Awex Emergency Lighting
LV2C/1W/B/1/SE/AT/GR,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 1h battery non-maintained with autotest grey color , 34.84 ,Awex Emergency Lighting
LV2C/1W/B/3/SE/AT/GR,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 3h battery non-maintained with autotest grey color , 35.92 ,Awex Emergency Lighting
LV2C/2W/B/1/SE/AT/GR,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 1h battery non-maintained with autotest grey color , 38.06 ,Awex Emergency Lighting
LV2C/2W/B/3/SE/AT/GR,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 3h battery non-maintained with autotest grey color , 44.49 ,Awex Emergency Lighting
LV2C/3W/B/1/SE/AT/GR,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 1h battery non-maintained with autotest grey color , 39.13 ,Awex Emergency Lighting
LV2C/3W/B/3/SE/AT/GR,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 3h battery non-maintained with autotest grey color , 46.64 ,Awex Emergency Lighting
LV2C/4W/B/1/SE/AT/GR,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 1h battery non-maintained with autotest grey color , 46.64 ,Awex Emergency Lighting
LV2C/4W/B/3/SE/AT/GR,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 3h battery non-maintained with autotest grey color , 53.07 ,Awex Emergency Lighting
LV2C/1W/B/1/SA/AT/GR,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 1h battery maintained with autotest grey color , 37.53 ,Awex Emergency Lighting
LV2C/1W/B/3/SA/AT/GR,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 3h battery maintained with autotest grey color , 38.60 ,Awex Emergency Lighting
LV2C/2W/B/1/SA/AT/GR,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 1h battery maintained with autotest grey color , 40.74 ,Awex Emergency Lighting
LV2C/2W/B/3/SA/AT/GR,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 3h battery maintained with autotest grey color , 47.17 ,Awex Emergency Lighting
LV2C/3W/B/1/SA/AT/GR,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 1h battery maintained with autotest grey color , 41.81 ,Awex Emergency Lighting
LV2C/3W/B/3/SA/AT/GR,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 3h battery maintained with autotest grey color , 49.32 ,Awex Emergency Lighting
LV2C/4W/B/1/SA/AT/GR,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 1h battery maintained with autotest grey color , 49.32 ,Awex Emergency Lighting
LV2C/4W/B/3/SA/AT/GR,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 3h battery maintained with autotest grey color , 55.76 ,Awex Emergency Lighting
LV2C/1W/F/CB/X/GR,LOVATO II corridor optic 1W LED 190 lm IP41 for central battery grey color , 34.84 ,Awex Emergency Lighting
LV2C/2W/F/CB/X/GR,LOVATO II corridor optic 2W LED 320 lm IP41 for central battery grey color , 38.06 ,Awex Emergency Lighting
LV2C/3W/F/CB/X/GR,LOVATO II corridor optic 3W LED 460 lm IP41 for central battery grey color , 39.13 ,Awex Emergency Lighting
LV2O/1W/E/1/SE/X/BL,LOVATO II open area optic 1W LED 175 lm STANDARD IP41 1h battery non-maintained black color , 24.13 ,Awex Emergency Lighting
LV2O/1W/E/3/SE/X/BL,LOVATO II open area optic 1W LED 175 lm STANDARD IP41 3h battery non-maintained black color , 25.20 ,Awex Emergency Lighting
LV2O/2W/E/1/SE/X/BL,LOVATO II open area optic 2W LED 290 lm STANDARD IP41 1h battery non-maintained black color , 34.84 ,Awex Emergency Lighting
LV2O/2W/C/3/SE/X/BL,LOVATO II open area optic 2W LED 290 lm STANDARD IP41 3h battery non-maintained black color , 41.28 ,Awex Emergency Lighting
LV2O/3W/E/1/SE/X/BL,LOVATO II open area optic 3W LED 410 lm STANDARD IP41 1h battery non-maintained black color , 36.99 ,Awex Emergency Lighting
LV2O/3W/C/3/SE/X/BL,LOVATO II open area optic 3W LED 410 lm STANDARD IP41 3h battery non-maintained black color , 44.49 ,Awex Emergency Lighting
LV2O/1W/C/1/SA/X/BL,LOVATO II open area optic 1W LED 175 lm STANDARD IP41 1h battery maintained black color , 26.81 ,Awex Emergency Lighting
LV2O/1W/C/3/SA/X/BL,LOVATO II open area optic 1W LED 175 lm STANDARD IP41 3h battery maintained black color , 27.87 ,Awex Emergency Lighting
LV2O/2W/C/1/SA/X/BL,LOVATO II open area optic 2W LED 290 lm STANDARD IP41 1h battery maintained black color , 37.53 ,Awex Emergency Lighting
LV2O/2W/C/3/SA/X/BL,LOVATO II open area optic 2W LED 290 lm STANDARD IP41 3h battery maintained black color , 43.96 ,Awex Emergency Lighting
LV2O/3W/C/1/SA/X/BL,LOVATO II open area optic 3W LED 410 lm STANDARD IP41 1h battery maintained black color , 39.67 ,Awex Emergency Lighting
LV2O/3W/C/3/SA/X/BL,LOVATO II open area optic 3W LED 410 lm STANDARD IP41 3h battery maintained black color , 47.17 ,Awex Emergency Lighting
LV2O/1W/B/1/SE/AT/BL,LOVATO II open area optic 1W LED 185 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 34.84 ,Awex Emergency Lighting
LV2O/1W/B/3/SE/AT/BL,LOVATO II open area optic 1W LED 185 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 35.92 ,Awex Emergency Lighting
LV2O/2W/B/1/SE/AT/BL,LOVATO II open area optic 2W LED 350 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 38.06 ,Awex Emergency Lighting
LV2O/2W/B/3/SE/AT/BL,LOVATO II open area optic 2W LED 350 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 44.49 ,Awex Emergency Lighting
LV2O/3W/B/1/SE/AT/BL,LOVATO II open area optic 3W LED 460 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 39.13 ,Awex Emergency Lighting
LV2O/3W/B/3/SE/AT/BL,LOVATO II open area optic 3W LED 460 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2O/4W/B/1/SE/AT/BL,LOVATO II open area optic 4W LED 550 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2O/4W/B/3/SE/AT/BL,LOVATO II open area optic 4W LED 550 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 53.07 ,Awex Emergency Lighting
LV2O/1W/B/1/SA/AT/BL,LOVATO II open area optic 1W LED 185 lm PREMIUM IP41 1h battery maintained with autotest black color , 37.53 ,Awex Emergency Lighting
LV2O/1W/B/3/SA/AT/BL,LOVATO II open area optic 1W LED 185 lm PREMIUM IP41 3h battery maintained with autotest black color , 38.60 ,Awex Emergency Lighting
LV2O/2W/B/1/SA/AT/BL,LOVATO II open area optic 2W LED 350 lm PREMIUM IP41 1h battery maintained with autotest black color , 40.74 ,Awex Emergency Lighting
LV2O/2W/B/3/SA/AT/BL,LOVATO II open area optic 2W LED 350 lm PREMIUM IP41 3h battery maintained with autotest black color , 47.17 ,Awex Emergency Lighting
LV2O/3W/B/1/SA/AT/BL,LOVATO II open area optic 3W LED 460 lm PREMIUM IP41 1h battery maintained with autotest black color , 41.81 ,Awex Emergency Lighting
LV2O/3W/B/3/SA/AT/BL,LOVATO II open area optic 3W LED 460 lm PREMIUM IP41 3h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2O/4W/B/1/SA/AT/BL,LOVATO II open area optic 4W LED 550 lm PREMIUM IP41 1h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2O/4W/B/3/SA/AT/BL,LOVATO II open area optic 4W LED 550 lm PREMIUM IP41 3h battery maintained with autotest black color , 55.76 ,Awex Emergency Lighting
LV2O/1W/F/CB/X/BL,LOVATO II open area optic 1W LED 185 lm IP41 for central battery black color , 34.84 ,Awex Emergency Lighting
LV2O/2W/F/CB/X/BL,LOVATO II open area optic 2W LED 350 lm IP41 for central battery black color , 38.06 ,Awex Emergency Lighting
LV2O/3W/F/CB/X/BL,LOVATO II open area optic 3W LED 460 lm IP41 for central battery black color , 39.13 ,Awex Emergency Lighting
LV2U/1W/E/1/SE/X/BL,LOVATO II universal optic 1W LED 175 lm STANDARD IP41 1h battery non-maintained black color , 24.13 ,Awex Emergency Lighting
LV2U/1W/E/3/SE/X/BL,LOVATO II universal optic 1W LED 175 lm STANDARD IP41 3h battery non-maintained black color , 25.20 ,Awex Emergency Lighting
LV2U/2W/E/1/SE/X/BL,LOVATO II universal optic 2W LED 290 lm STANDARD IP41 1h battery non-maintained black color , 34.84 ,Awex Emergency Lighting
LV2U/2W/C/3/SE/X/BL,LOVATO II universal optic 2W LED 290 lm STANDARD IP41 3h battery non-maintained black color , 41.28 ,Awex Emergency Lighting
LV2U/3W/E/1/SE/X/BL,LOVATO II universal optic 3W LED 410 lm STANDARD IP41 1h battery non-maintained black color , 36.99 ,Awex Emergency Lighting
LV2U/3W/C/3/SE/X/BL,LOVATO II universal optic 3W LED 410 lm STANDARD IP41 3h battery non-maintained black color , 44.49 ,Awex Emergency Lighting
LV2U/1W/C/1/SA/X/BL,LOVATO II universal optic 1W LED 175 lm STANDARD IP41 1h battery maintained black color , 26.81 ,Awex Emergency Lighting
LV2U/1W/C/3/SA/X/BL,LOVATO II universal optic 1W LED 175 lm STANDARD IP41 3h battery maintained black color , 27.87 ,Awex Emergency Lighting
LV2U/2W/C/1/SA/X/BL,LOVATO II universal optic 2W LED 290 lm STANDARD IP41 1h battery maintained black color , 37.53 ,Awex Emergency Lighting
LV2U/2W/C/3/SA/X/BL,LOVATO II universal optic 2W LED 290 lm STANDARD IP41 3h battery maintained black color , 43.96 ,Awex Emergency Lighting
LV2U/3W/C/1/SA/X/BL,LOVATO II universal optic 3W LED 410 lm STANDARD IP41 1h battery maintained black color , 39.67 ,Awex Emergency Lighting
LV2U/3W/C/3/SA/X/BL,LOVATO II universal optic 3W LED 410 lm STANDARD IP41 3h battery maintained black color , 47.17 ,Awex Emergency Lighting
LV2U/1W/B/1/SE/AT/BL,LOVATO II universal optic 1W LED 185 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 34.84 ,Awex Emergency Lighting
LV2U/1W/B/3/SE/AT/BL,LOVATO II universal optic 1W LED 185 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 35.92 ,Awex Emergency Lighting
LV2U/2W/B/1/SE/AT/BL,LOVATO II universal optic 2W LED 350 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 38.06 ,Awex Emergency Lighting
LV2U/2W/B/3/SE/AT/BL,LOVATO II universal optic 2W LED 350 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 44.49 ,Awex Emergency Lighting
LV2U/3W/B/1/SE/AT/BL,LOVATO II universal optic 3W LED 460 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 39.13 ,Awex Emergency Lighting
LV2U/3W/B/3/SE/AT/BL,LOVATO II universal optic 3W LED 460 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2U/4W/B/1/SE/AT/BL,LOVATO II universal optic 4W LED 550 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2U/4W/B/3/SE/AT/BL,LOVATO II universal optic 4W LED 550 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 53.07 ,Awex Emergency Lighting
LV2U/1W/B/1/SA/AT/BL,LOVATO II universal optic 1W LED 185 lm PREMIUM IP41 1h battery maintained with autotest black color , 37.53 ,Awex Emergency Lighting
LV2U/1W/B/3/SA/AT/BL,LOVATO II universal optic 1W LED 185 lm PREMIUM IP41 3h battery maintained with autotest black color , 38.60 ,Awex Emergency Lighting
LV2U/2W/B/1/SA/AT/BL,LOVATO II universal optic 2W LED 350 lm PREMIUM IP41 1h battery maintained with autotest black color , 40.74 ,Awex Emergency Lighting
LV2U/2W/B/3/SA/AT/BL,LOVATO II universal optic 2W LED 350 lm PREMIUM IP41 3h battery maintained with autotest black color , 47.17 ,Awex Emergency Lighting
LV2U/3W/B/1/SA/AT/BL,LOVATO II universal optic 3W LED 460 lm PREMIUM IP41 1h battery maintained with autotest black color , 41.81 ,Awex Emergency Lighting
LV2U/3W/B/3/SA/AT/BL,LOVATO II universal optic 3W LED 460 lm PREMIUM IP41 3h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2U/4W/B/1/SA/AT/BL,LOVATO II universal optic 4W LED 550 lm PREMIUM IP41 1h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2U/4W/B/3/SA/AT/BL,LOVATO II universal optic 4W LED 550 lm PREMIUM IP41 3h battery maintained with autotest black color , 55.76 ,Awex Emergency Lighting
LV2U/1W/F/CB/X/BL,LOVATO II universal optic 1W LED 185 lm IP41 for central battery black color , 34.84 ,Awex Emergency Lighting
LV2U/2W/F/CB/X/BL,LOVATO II universal optic 2W LED 350 lm IP41 for central battery black color , 38.06 ,Awex Emergency Lighting
LV2U/3W/F/CB/X/BL,LOVATO II universal optic 3W LED 460 lm IP41 for central battery black color , 39.13 ,Awex Emergency Lighting
LV2R/1W/E/1/SE/X/BL,LOVATO II escape route optic 1W LED 175 lm STANDARD IP41 1h battery non-maintained black color , 24.13 ,Awex Emergency Lighting
LV2R/1W/E/3/SE/X/BL,LOVATO II escape route optic 1W LED 175 lm STANDARD IP41 3h battery non-maintained black color , 25.20 ,Awex Emergency Lighting
LV2R/2W/E/1/SE/X/BL,LOVATO II escape route optic 2W LED 280 lm STANDARD IP41 1h battery non-maintained black color , 34.84 ,Awex Emergency Lighting
LV2R/2W/C/3/SE/X/BL,LOVATO II escape route optic 2W LED 280 lm STANDARD IP41 3h battery non-maintained black color , 41.28 ,Awex Emergency Lighting
LV2R/3W/E/1/SE/X/BL,LOVATO II escape route optic 3W LED 400 lm STANDARD IP41 1h battery non-maintained black color , 36.99 ,Awex Emergency Lighting
LV2R/3W/C/3/SE/X/BL,LOVATO II escape route optic 3W LED 400 lm STANDARD IP41 3h battery non-maintained black color , 44.49 ,Awex Emergency Lighting
LV2R/1W/C/1/SA/X/BL,LOVATO II escape route optic 1W LED 175 lm STANDARD IP41 1h battery maintained black color , 26.81 ,Awex Emergency Lighting
LV2R/1W/C/3/SA/X/BL,LOVATO II escape route optic 1W LED 175 lm STANDARD IP41 3h battery maintained black color , 27.87 ,Awex Emergency Lighting
LV2R/2W/C/1/SA/X/BL,LOVATO II escape route optic 2W LED 280 lm STANDARD IP41 1h battery maintained black color , 37.53 ,Awex Emergency Lighting
LV2R/2W/C/3/SA/X/BL,LOVATO II escape route optic 2W LED 280 lm STANDARD IP41 3h battery maintained black color , 43.96 ,Awex Emergency Lighting
LV2R/3W/C/1/SA/X/BL,LOVATO II escape route optic 3W LED 400 lm STANDARD IP41 1h battery maintained black color , 39.67 ,Awex Emergency Lighting
LV2R/3W/C/3/SA/X/BL,LOVATO II escape route optic 3W LED 400 lm STANDARD IP41 3h battery maintained black color , 47.17 ,Awex Emergency Lighting
LV2R/1W/B/1/SE/AT/BL,LOVATO II escape route optic 1W LED 185 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 34.84 ,Awex Emergency Lighting
LV2R/1W/B/3/SE/AT/BL,LOVATO II escape route optic 1W LED 185 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 35.92 ,Awex Emergency Lighting
LV2R/2W/B/1/SE/AT/BL,LOVATO II escape route optic 2W LED 330 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 38.06 ,Awex Emergency Lighting
LV2R/2W/B/3/SE/AT/BL,LOVATO II escape route optic 2W LED 330 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 44.49 ,Awex Emergency Lighting
LV2R/3W/B/1/SE/AT/BL,LOVATO II escape route optic 3W LED 460 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 39.13 ,Awex Emergency Lighting
LV2R/3W/B/3/SE/AT/BL,LOVATO II escape route optic 3W LED 460 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2R/4W/B/1/SE/AT/BL,LOVATO II escape route optic 4W LED 550 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2R/4W/B/3/SE/AT/BL,LOVATO II escape route optic 4W LED 550 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 53.07 ,Awex Emergency Lighting
LV2R/1W/B/1/SA/AT/BL,LOVATO II escape route optic 1W LED 185 lm PREMIUM IP41 1h battery maintained with autotest black color , 37.53 ,Awex Emergency Lighting
LV2R/1W/B/3/SA/AT/BL,LOVATO II escape route optic 1W LED 185 lm PREMIUM IP41 3h battery maintained with autotest black color , 38.60 ,Awex Emergency Lighting
LV2R/2W/B/1/SA/AT/BL,LOVATO II escape route optic 2W LED 330 lm PREMIUM IP41 1h battery maintained with autotest black color , 40.74 ,Awex Emergency Lighting
LV2R/2W/B/3/SA/AT/BL,LOVATO II escape route optic 2W LED 330 lm PREMIUM IP41 3h battery maintained with autotest black color , 47.17 ,Awex Emergency Lighting
LV2R/3W/B/1/SA/AT/BL,LOVATO II escape route optic 3W LED 460 lm PREMIUM IP41 1h battery maintained with autotest black color , 41.81 ,Awex Emergency Lighting
LV2R/3W/B/3/SA/AT/BL,LOVATO II escape route optic 3W LED 460 lm PREMIUM IP41 3h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2R/4W/B/1/SA/AT/BL,LOVATO II escape route optic 4W LED 550 lm PREMIUM IP41 1h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2R/4W/B/3/SA/AT/BL,LOVATO II escape route optic 4W LED 550 lm PREMIUM IP41 3h battery maintained with autotest black color , 55.76 ,Awex Emergency Lighting
LV2R/1W/F/CB/X/BL,LOVATO II escape route optic 1W LED 185 lm IP41 for central battery black color , 34.84 ,Awex Emergency Lighting
LV2R/2W/F/CB/X/BL,LOVATO II escape route optic 2W LED 330 lm IP41 for central battery black color , 38.06 ,Awex Emergency Lighting
LV2R/3W/F/CB/X/BL,LOVATO II escape route optic 3W LED 460 lm IP41 for central battery black color , 39.13 ,Awex Emergency Lighting
LV2C/1W/E/1/SE/X/BL,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 1h battery non-maintained black color , 24.13 ,Awex Emergency Lighting
LV2C/1W/E/3/SE/X/BL,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 3h battery non-maintained black color , 25.20 ,Awex Emergency Lighting
LV2C/2W/E/1/SE/X/BL,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 1h battery non-maintained black color , 34.84 ,Awex Emergency Lighting
LV2C/2W/C/3/SE/X/BL,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 3h battery non-maintained black color , 41.28 ,Awex Emergency Lighting
LV2C/3W/E/1/SE/X/BL,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 1h battery non-maintained black color , 36.99 ,Awex Emergency Lighting
LV2C/3W/C/3/SE/X/BL,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 3h battery non-maintained black color , 44.49 ,Awex Emergency Lighting
LV2C/1W/C/1/SA/X/BL,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 1h battery maintained black color , 26.81 ,Awex Emergency Lighting
LV2C/1W/C/3/SA/X/BL,LOVATO II corridor optic 1W LED 180 lm STANDARD IP41 3h battery maintained black color , 27.87 ,Awex Emergency Lighting
LV2C/2W/C/1/SA/X/BL,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 1h battery maintained black color , 37.53 ,Awex Emergency Lighting
LV2C/2W/C/3/SA/X/BL,LOVATO II corridor optic 2W LED 270 lm STANDARD IP41 3h battery maintained black color , 43.96 ,Awex Emergency Lighting
LV2C/3W/C/1/SA/X/BL,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 1h battery maintained black color , 39.67 ,Awex Emergency Lighting
LV2C/3W/C/3/SA/X/BL,LOVATO II corridor optic 3W LED 390 lm STANDARD IP41 3h battery maintained black color , 47.17 ,Awex Emergency Lighting
LV2C/1W/B/1/SE/AT/BL,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 34.84 ,Awex Emergency Lighting
LV2C/1W/B/3/SE/AT/BL,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 35.92 ,Awex Emergency Lighting
LV2C/2W/B/1/SE/AT/BL,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 38.06 ,Awex Emergency Lighting
LV2C/2W/B/3/SE/AT/BL,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 44.49 ,Awex Emergency Lighting
LV2C/3W/B/1/SE/AT/BL,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 39.13 ,Awex Emergency Lighting
LV2C/3W/B/3/SE/AT/BL,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2C/4W/B/1/SE/AT/BL,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 1h battery non-maintained with autotest black color , 46.64 ,Awex Emergency Lighting
LV2C/4W/B/3/SE/AT/BL,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 3h battery non-maintained with autotest black color , 53.07 ,Awex Emergency Lighting
LV2C/1W/B/1/SA/AT/BL,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 1h battery maintained with autotest black color , 37.53 ,Awex Emergency Lighting
LV2C/1W/B/3/SA/AT/BL,LOVATO II corridor optic 1W LED 190 lm PREMIUM IP41 3h battery maintained with autotest black color , 38.60 ,Awex Emergency Lighting
LV2C/2W/B/1/SA/AT/BL,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 1h battery maintained with autotest black color , 40.74 ,Awex Emergency Lighting
LV2C/2W/B/3/SA/AT/BL,LOVATO II corridor optic 2W LED 320 lm PREMIUM IP41 3h battery maintained with autotest black color , 47.17 ,Awex Emergency Lighting
LV2C/3W/B/1/SA/AT/BL,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 1h battery maintained with autotest black color , 41.81 ,Awex Emergency Lighting
LV2C/3W/B/3/SA/AT/BL,LOVATO II corridor optic 3W LED 460 lm PREMIUM IP41 3h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2C/4W/B/1/SA/AT/BL,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 1h battery maintained with autotest black color , 49.32 ,Awex Emergency Lighting
LV2C/4W/B/3/SA/AT/BL,LOVATO II corridor optic 4W LED 550 lm PREMIUM IP41 3h battery maintained with autotest black color , 55.76 ,Awex Emergency Lighting
LV2C/1W/F/CB/X/BL,LOVATO II corridor optic 1W LED 190 lm IP41 for central battery black color , 34.84 ,Awex Emergency Lighting
LV2C/2W/F/CB/X/BL,LOVATO II corridor optic 2W LED 320 lm IP41 for central battery black color , 38.06 ,Awex Emergency Lighting
LV2C/3W/F/CB/X/BL,LOVATO II corridor optic 3W LED 460 lm IP41 for central battery black color , 39.13 ,Awex Emergency Lighting
AXNO/1W/E/1/SE/X/WH,AXN open area optic 1W LED 180 lm STANDARD IP65 1h battery non-maintained white color , 20.91 ,Awex Emergency Lighting
AXNO/1W/E/3/SE/X/WH,AXN open area optic 1W LED 180 lm STANDARD IP65 3h battery non-maintained white color , 21.98 ,Awex Emergency Lighting
AXNO/2W/E/1/SE/X/WH,AXN open area optic 2W LED 285 lm STANDARD IP65 1h battery non-maintained white color , 31.63 ,Awex Emergency Lighting
AXNO/2W/C/3/SE/X/WH,AXN open area optic 2W LED 285 lm STANDARD IP65 3h battery non-maintained white color , 38.06 ,Awex Emergency Lighting
AXNO/3W/E/1/SE/X/WH,AXN open area optic 3W LED 385 lm STANDARD IP65 1h battery non-maintained white color , 33.77 ,Awex Emergency Lighting
AXNO/3W/C/3/SE/X/WH,AXN open area optic 3W LED 385 lm STANDARD IP65 3h battery non-maintained white color , 41.28 ,Awex Emergency Lighting
AXNO/1W/C/1/SA/X/WH,AXN open area optic 1W LED 180 lm STANDARD IP65 1h battery maintained white color , 23.59 ,Awex Emergency Lighting
AXNO/1W/C/3/SA/X/WH,AXN open area optic 1W LED 180 lm STANDARD IP65 3h battery maintained white color , 24.65 ,Awex Emergency Lighting
AXNO/2W/C/1/SA/X/WH,AXN open area optic 2W LED 285 lm STANDARD IP65 1h battery maintained white color , 34.31 ,Awex Emergency Lighting
AXNO/2W/C/3/SA/X/WH,AXN open area optic 2W LED 285 lm STANDARD IP65 3h battery maintained white color , 40.74 ,Awex Emergency Lighting
AXNO/3W/C/1/SA/X/WH,AXN open area optic 3W LED 385 lm STANDARD IP65 1h battery maintained white color , 36.45 ,Awex Emergency Lighting
AXNO/3W/C/3/SA/X/WH,AXN open area optic 3W LED 385 lm STANDARD IP65 3h battery maintained white color , 43.96 ,Awex Emergency Lighting
AXNO/1W/B/1/SE/AT/WH,AXN open area optic 1W LED 190 lm PREMIUM IP65 1h battery non-maintained with autotest white color , 31.63 ,Awex Emergency Lighting
AXNO/1W/B/3/SE/AT/WH,AXN open area optic 1W LED 190 lm PREMIUM IP65 3h battery non-maintained with autotest white color , 32.69 ,Awex Emergency Lighting
